"CRUISEJOIN","HAULJOIN","CATCHJOIN","REGION","VESSEL","CRUISE","HAUL","SPECIES_CODE","LENGTH","FREQUENCY","SEX","SAMPLE_TYPE","LENGTH_TYPE"
NA,NA,NA,"GOA",41,199903,385,21740,530,2,3,NA,NA
NA,NA,NA,"GOA",41,199903,385,21740,540,3,3,NA,NA
NA,NA,NA,"GOA",41,199903,385,21740,550,5,3,NA,NA
NA,NA,NA,"GOA",41,199903,385,21740,560,6,3,NA,NA
NA,NA,NA,"GOA",41,199903,385,21740,570,2,3,NA,NA
NA,NA,NA,"GOA",41,199903,385,21740,580,3,3,NA,NA
NA,NA,NA,"GOA",41,199903,385,21740,590,2,3,NA,NA
NA,NA,NA,"GOA",41,199903,385,21740,610,2,3,NA,NA
NA,NA,NA,"GOA",41,199903,385,21740,620,1,3,NA,NA
NA,NA,NA,"GOA",41,199903,385,21740,630,1,3,NA,NA
NA,NA,NA,"GOA",41,199903,385,21740,640,2,3,NA,NA
NA,NA,NA,"GOA",41,199903,385,21740,670,1,3,NA,NA
NA,NA,NA,"GOA",41,199903,385,21740,700,1,3,NA,NA
NA,NA,NA,"GOA",41,199903,385,21740,760,1,3,NA,NA
NA,NA,NA,"GOA",41,199903,386,310,1040,1,3,NA,NA
NA,NA,NA,"GOA",41,199903,386,405,230,1,3,NA,NA
NA,NA,NA,"GOA",41,199903,386,420,570,1,3,NA,NA
NA,NA,NA,"GOA",41,199903,386,420,870,1,3,NA,NA
NA,NA,NA,"GOA",41,199903,386,10110,300,1,3,NA,NA
NA,NA,NA,"GOA",41,199903,386,10110,340,2,3,NA,NA
NA,NA,NA,"GOA",41,199903,386,10110,460,2,3,NA,NA
NA,NA,NA,"GOA",41,199903,386,10110,540,1,3,NA,NA
NA,NA,NA,"GOA",41,199903,386,10110,560,1,3,NA,NA
NA,NA,NA,"GOA",41,199903,386,10110,590,2,3,NA,NA
NA,NA,NA,"GOA",41,199903,386,10110,620,1,3,NA,NA
NA,NA,NA,"GOA",41,199903,386,10110,640,1,3,NA,NA
NA,NA,NA,"GOA",41,199903,386,10110,790,1,3,NA,NA
NA,NA,NA,"GOA",41,199903,386,10120,690,1,3,NA,NA
NA,NA,NA,"GOA",41,199903,386,10130,250,2,3,NA,NA
NA,NA,NA,"GOA",41,199903,386,10130,260,2,3,NA,NA
NA,NA,NA,"GOA",41,199903,386,10130,270,4,3,NA,NA
NA,NA,NA,"GOA",41,199903,386,10130,280,7,3,NA,NA
NA,NA,NA,"GOA",41,199903,384,20510,510,2,3,NA,NA
NA,NA,NA,"GOA",41,199903,384,20510,520,2,3,NA,NA
NA,NA,NA,"GOA",41,199903,384,21740,400,1,3,NA,NA
NA,NA,NA,"GOA",41,199903,384,21740,440,1,3,NA,NA
NA,NA,NA,"GOA",41,199903,384,21740,460,2,3,NA,NA
NA,NA,NA,"GOA",41,199903,384,21740,470,1,3,NA,NA
NA,NA,NA,"GOA",41,199903,384,21740,480,2,3,NA,NA
NA,NA,NA,"GOA",41,199903,384,21740,500,1,3,NA,NA
NA,NA,NA,"GOA",41,199903,385,310,770,1,3,NA,NA
NA,NA,NA,"GOA",41,199903,385,310,790,1,3,NA,NA
NA,NA,NA,"GOA",41,199903,385,310,910,1,3,NA,NA
NA,NA,NA,"GOA",41,199903,385,310,970,1,3,NA,NA
NA,NA,NA,"GOA",41,199903,385,310,980,1,3,NA,NA
NA,NA,NA,"GOA",41,199903,385,420,370,1,3,NA,NA
NA,NA,NA,"GOA",41,199903,385,420,500,1,3,NA,NA
NA,NA,NA,"GOA",41,199903,385,420,590,1,3,NA,NA
NA,NA,NA,"GOA",41,199903,385,420,600,1,3,NA,NA
NA,NA,NA,"GOA",41,199903,385,420,620,1,3,NA,NA
NA,NA,NA,"GOA",41,199903,385,420,630,1,3,NA,NA
NA,NA,NA,"GOA",41,199903,385,420,690,1,3,NA,NA
NA,NA,NA,"GOA",41,199903,385,440,610,1,3,NA,NA
NA,NA,NA,"GOA",41,199903,385,440,720,1,3,NA,NA
NA,NA,NA,"GOA",41,199903,385,10110,360,1,3,NA,NA
NA,NA,NA,"GOA",41,199903,385,10110,400,1,3,NA,NA
NA,NA,NA,"GOA",41,199903,385,10110,420,1,3,NA,NA
NA,NA,NA,"GOA",41,199903,385,10120,930,1,3,NA,NA
NA,NA,NA,"GOA",41,199903,385,10120,1110,1,3,NA,NA
NA,NA,NA,"GOA",41,199903,385,10130,290,1,3,NA,NA
NA,NA,NA,"GOA",41,199903,385,10130,310,2,3,NA,NA
NA,NA,NA,"GOA",41,199903,385,10130,320,2,3,NA,NA
NA,NA,NA,"GOA",41,199903,385,10130,330,1,3,NA,NA
NA,NA,NA,"GOA",41,199903,385,10130,340,1,3,NA,NA
NA,NA,NA,"GOA",41,199903,385,10130,360,1,3,NA,NA
NA,NA,NA,"GOA",41,199903,385,10130,370,4,3,NA,NA
NA,NA,NA,"GOA",41,199903,385,10130,380,2,3,NA,NA
NA,NA,NA,"GOA",41,199903,385,10130,400,2,3,NA,NA
NA,NA,NA,"GOA",41,199903,385,10130,420,1,3,NA,NA
NA,NA,NA,"GOA",41,199903,385,21720,640,1,3,NA,NA
NA,NA,NA,"GOA",41,199903,385,21740,330,1,3,NA,NA
NA,NA,NA,"GOA",41,199903,385,21740,340,1,3,NA,NA
NA,NA,NA,"GOA",41,199903,385,21720,690,2,3,NA,NA
NA,NA,NA,"GOA",41,199903,385,21740,260,1,3,NA,NA
NA,NA,NA,"GOA",41,199903,385,21740,320,1,3,NA,NA
NA,NA,NA,"GOA",41,199903,385,21740,410,1,3,NA,NA
NA,NA,NA,"GOA",41,199903,385,21740,420,2,3,NA,NA
NA,NA,NA,"GOA",41,199903,385,21740,430,1,3,NA,NA
NA,NA,NA,"GOA",41,199903,384,10110,440,4,3,NA,NA
NA,NA,NA,"GOA",41,199903,384,10110,450,5,3,NA,NA
NA,NA,NA,"GOA",41,199903,384,10110,460,6,3,NA,NA
NA,NA,NA,"GOA",41,199903,384,10110,470,2,3,NA,NA
NA,NA,NA,"GOA",41,199903,384,10110,480,1,3,NA,NA
NA,NA,NA,"GOA",41,199903,384,10110,490,4,3,NA,NA
NA,NA,NA,"GOA",41,199903,384,10110,500,3,3,NA,NA
NA,NA,NA,"GOA",41,199903,384,10110,510,1,3,NA,NA
NA,NA,NA,"GOA",41,199903,384,10110,540,1,3,NA,NA
NA,NA,NA,"GOA",41,199903,384,10110,560,1,3,NA,NA
NA,NA,NA,"GOA",41,199903,370,10110,510,1,3,NA,NA
NA,NA,NA,"GOA",41,199903,370,10110,520,1,3,NA,NA
NA,NA,NA,"GOA",41,199903,370,10110,550,1,3,NA,NA
NA,NA,NA,"GOA",41,199903,370,10110,560,1,3,NA,NA
NA,NA,NA,"GOA",41,199903,370,10110,600,1,3,NA,NA
NA,NA,NA,"GOA",41,199903,370,10110,640,1,3,NA,NA
NA,NA,NA,"GOA",41,199903,370,10110,650,1,3,NA,NA
NA,NA,NA,"GOA",41,199903,370,10120,1100,1,3,NA,NA
NA,NA,NA,"GOA",41,199903,370,10130,120,1,3,NA,NA
NA,NA,NA,"GOA",41,199903,370,10130,200,1,3,NA,NA
NA,NA,NA,"GOA",41,199903,370,10130,240,4,3,NA,NA
NA,NA,NA,"GOA",41,199903,370,10130,250,1,3,NA,NA
NA,NA,NA,"GOA",41,199903,370,10130,260,2,3,NA,NA
NA,NA,NA,"GOA",41,199903,370,10130,270,4,3,NA,NA
NA,NA,NA,"GOA",41,199903,370,10130,280,6,3,NA,NA
NA,NA,NA,"GOA",41,199903,370,10130,290,2,3,NA,NA
NA,NA,NA,"GOA",41,199903,370,10130,300,6,3,NA,NA
NA,NA,NA,"GOA",41,199903,370,10130,310,1,3,NA,NA
NA,NA,NA,"GOA",41,199903,370,10130,320,7,3,NA,NA
NA,NA,NA,"GOA",41,199903,370,10130,330,1,3,NA,NA
NA,NA,NA,"GOA",41,199903,370,10130,340,6,3,NA,NA
NA,NA,NA,"GOA",41,199903,370,10130,350,4,3,NA,NA
NA,NA,NA,"GOA",41,199903,370,10130,360,3,3,NA,NA
NA,NA,NA,"GOA",41,199903,370,10130,370,3,3,NA,NA
NA,NA,NA,"GOA",41,199903,370,10130,380,4,3,NA,NA
NA,NA,NA,"GOA",41,199903,369,21740,300,1,3,NA,NA
NA,NA,NA,"GOA",41,199903,369,21740,320,2,3,NA,NA
NA,NA,NA,"GOA",41,199903,370,440,640,1,3,NA,NA
NA,NA,NA,"GOA",41,199903,370,10110,240,1,3,NA,NA
NA,NA,NA,"GOA",41,199903,370,10110,300,1,3,NA,NA
NA,NA,NA,"GOA",41,199903,370,10110,310,1,3,NA,NA
NA,NA,NA,"GOA",41,199903,369,21740,330,1,3,NA,NA
NA,NA,NA,"GOA",41,199903,393,420,560,1,3,NA,NA
NA,NA,NA,"GOA",41,199903,393,10110,140,1,3,NA,NA
NA,NA,NA,"GOA",41,199903,393,10110,160,2,3,NA,NA
NA,NA,NA,"GOA",41,199903,393,10110,170,1,3,NA,NA
NA,NA,NA,"GOA",41,199903,393,10110,180,1,3,NA,NA
NA,NA,NA,"GOA",41,199903,393,10110,210,2,3,NA,NA
NA,NA,NA,"GOA",41,199903,393,10110,220,4,3,NA,NA
NA,NA,NA,"GOA",41,199903,393,10110,230,1,3,NA,NA
NA,NA,NA,"GOA",41,199903,393,10110,240,3,3,NA,NA
NA,NA,NA,"GOA",41,199903,393,10110,260,1,3,NA,NA
NA,NA,NA,"GOA",41,199903,393,10110,270,1,3,NA,NA
NA,NA,NA,"GOA",41,199903,393,10110,390,3,3,NA,NA
NA,NA,NA,"GOA",41,199903,393,10110,440,1,3,NA,NA
NA,NA,NA,"GOA",41,199903,393,10110,280,1,3,NA,NA
NA,NA,NA,"GOA",41,199903,393,10110,310,1,3,NA,NA
NA,NA,NA,"GOA",41,199903,393,10110,330,2,3,NA,NA
NA,NA,NA,"GOA",41,199903,393,10110,480,1,3,NA,NA
NA,NA,NA,"GOA",41,199903,393,10110,490,1,3,NA,NA
NA,NA,NA,"GOA",41,199903,378,10120,500,1,3,NA,NA
NA,NA,NA,"GOA",41,199903,378,10120,510,1,3,NA,NA
NA,NA,NA,"GOA",41,199903,378,10120,520,2,3,NA,NA
NA,NA,NA,"GOA",41,199903,378,10120,540,1,3,NA,NA
NA,NA,NA,"GOA",41,199903,378,10120,550,1,3,NA,NA
NA,NA,NA,"GOA",41,199903,378,10120,580,1,3,NA,NA
NA,NA,NA,"GOA",41,199903,378,10120,610,1,3,NA,NA
NA,NA,NA,"GOA",41,199903,378,10120,620,1,3,NA,NA
NA,NA,NA,"GOA",41,199903,378,10120,630,1,3,NA,NA
NA,NA,NA,"GOA",41,199903,378,10120,640,2,3,NA,NA
NA,NA,NA,"GOA",41,199903,378,10120,700,1,3,NA,NA
NA,NA,NA,"GOA",41,199903,377,10180,300,1,3,NA,NA
NA,NA,NA,"GOA",41,199903,377,10180,340,2,3,NA,NA
NA,NA,NA,"GOA",41,199903,377,10180,380,3,3,NA,NA
NA,NA,NA,"GOA",41,199903,378,10110,150,2,3,NA,NA
NA,NA,NA,"GOA",41,199903,378,10110,160,3,3,NA,NA
NA,NA,NA,"GOA",41,199903,378,10110,170,1,3,NA,NA
NA,NA,NA,"GOA",41,199903,377,10180,390,1,3,NA,NA
NA,NA,NA,"GOA",41,199903,377,10180,420,1,3,NA,NA
NA,NA,NA,"GOA",41,199903,377,10180,530,1,3,NA,NA
NA,NA,NA,"GOA",41,199903,377,10285,420,1,3,NA,NA
NA,NA,NA,"GOA",41,199903,377,10285,470,1,3,NA,NA
NA,NA,NA,"GOA",41,199903,377,10285,510,1,3,NA,NA
NA,NA,NA,"GOA",41,199903,377,21110,220,1,3,NA,NA
NA,NA,NA,"GOA",41,199903,377,21110,270,1,3,NA,NA
NA,NA,NA,"GOA",41,199903,377,21110,280,1,3,NA,NA
NA,NA,NA,"GOA",41,199903,377,21740,200,1,3,NA,NA
NA,NA,NA,"GOA",41,199903,377,21740,370,1,3,NA,NA
NA,NA,NA,"GOA",41,199903,377,21740,400,1,3,NA,NA
NA,NA,NA,"GOA",41,199903,377,21740,410,1,3,NA,NA
NA,NA,NA,"GOA",41,199903,377,21740,420,3,3,NA,NA
NA,NA,NA,"GOA",41,199903,377,21740,430,4,3,NA,NA
NA,NA,NA,"GOA",41,199903,377,21740,440,6,3,NA,NA
NA,NA,NA,"GOA",41,199903,377,21740,450,7,3,NA,NA
NA,NA,NA,"GOA",41,199903,377,21740,460,7,3,NA,NA
NA,NA,NA,"GOA",41,199903,377,21740,470,8,3,NA,NA
NA,NA,NA,"GOA",41,199903,377,21740,480,10,3,NA,NA
NA,NA,NA,"GOA",41,199903,377,21740,490,6,3,NA,NA
NA,NA,NA,"GOA",41,199903,377,21740,500,9,3,NA,NA
NA,NA,NA,"GOA",41,199903,377,21740,510,5,3,NA,NA
NA,NA,NA,"GOA",41,199903,377,21740,520,7,3,NA,NA
NA,NA,NA,"GOA",41,199903,377,21740,530,7,3,NA,NA
NA,NA,NA,"GOA",41,199903,377,21740,540,8,3,NA,NA
NA,NA,NA,"GOA",41,199903,377,21740,550,6,3,NA,NA
NA,NA,NA,"GOA",41,199903,377,21740,560,2,3,NA,NA
NA,NA,NA,"GOA",41,199903,377,21740,570,1,3,NA,NA
NA,NA,NA,"GOA",41,199903,377,21740,580,4,3,NA,NA
NA,NA,NA,"GOA",41,199903,377,21740,590,2,3,NA,NA
NA,NA,NA,"GOA",41,199903,377,21740,610,1,3,NA,NA
NA,NA,NA,"GOA",41,199903,377,21740,630,1,3,NA,NA
NA,NA,NA,"GOA",41,199903,377,21740,680,1,3,NA,NA
NA,NA,NA,"GOA",41,199903,378,405,350,1,3,NA,NA
NA,NA,NA,"GOA",41,199903,378,405,380,1,3,NA,NA
NA,NA,NA,"GOA",41,199903,378,440,640,1,3,NA,NA
NA,NA,NA,"GOA",41,199903,378,10110,140,1,3,NA,NA
NA,NA,NA,"GOA",41,199903,377,440,260,1,3,NA,NA
NA,NA,NA,"GOA",41,199903,377,440,270,1,3,NA,NA
NA,NA,NA,"GOA",41,199903,377,10110,200,1,3,NA,NA
NA,NA,NA,"GOA",41,199903,377,10130,370,1,3,NA,NA
NA,NA,NA,"GOA",41,199903,377,10130,380,6,3,NA,NA
NA,NA,NA,"GOA",41,199903,377,10130,400,1,3,NA,NA
NA,NA,NA,"GOA",41,199903,377,10110,320,1,3,NA,NA
NA,NA,NA,"GOA",41,199903,377,10110,400,1,3,NA,NA
NA,NA,NA,"GOA",41,199903,377,10110,410,1,3,NA,NA
NA,NA,NA,"GOA",41,199903,377,10110,420,2,3,NA,NA
NA,NA,NA,"GOA",41,199903,377,10110,440,1,3,NA,NA
NA,NA,NA,"GOA",41,199903,377,10110,500,1,3,NA,NA
NA,NA,NA,"GOA",41,199903,377,10110,510,1,3,NA,NA
NA,NA,NA,"GOA",41,199903,377,10110,560,1,3,NA,NA
NA,NA,NA,"GOA",41,199903,377,10110,580,1,3,NA,NA
NA,NA,NA,"GOA",41,199903,377,10110,590,1,3,NA,NA
NA,NA,NA,"GOA",41,199903,377,10110,600,1,3,NA,NA
NA,NA,NA,"GOA",41,199903,377,10110,620,2,3,NA,NA
NA,NA,NA,"GOA",41,199903,377,10110,630,1,3,NA,NA
NA,NA,NA,"GOA",41,199903,377,10110,650,1,3,NA,NA
NA,NA,NA,"GOA",41,199903,377,10110,660,1,3,NA,NA
NA,NA,NA,"GOA",41,199903,377,10110,690,1,3,NA,NA
NA,NA,NA,"GOA",41,199903,377,10120,650,1,3,NA,NA
NA,NA,NA,"GOA",41,199903,377,10120,810,1,3,NA,NA
NA,NA,NA,"GOA",41,199903,377,10120,890,1,3,NA,NA
NA,NA,NA,"GOA",41,199903,377,10120,1040,1,3,NA,NA
NA,NA,NA,"GOA",41,199903,377,10120,1140,1,3,NA,NA
NA,NA,NA,"GOA",41,199903,377,10120,1200,1,3,NA,NA
NA,NA,NA,"GOA",41,199903,377,10130,150,1,3,NA,NA
NA,NA,NA,"GOA",41,199903,377,10130,220,1,3,NA,NA
NA,NA,NA,"GOA",41,199903,377,10130,230,1,3,NA,NA
NA,NA,NA,"GOA",41,199903,377,10130,240,1,3,NA,NA
NA,NA,NA,"GOA",41,199903,377,10130,250,2,3,NA,NA
NA,NA,NA,"GOA",41,199903,377,10130,260,1,3,NA,NA
NA,NA,NA,"GOA",41,199903,377,10130,270,3,3,NA,NA
NA,NA,NA,"GOA",41,199903,377,10130,280,3,3,NA,NA
NA,NA,NA,"GOA",41,199903,377,10130,290,3,3,NA,NA
NA,NA,NA,"GOA",41,199903,363,10180,350,1,3,NA,NA
NA,NA,NA,"GOA",41,199903,363,10180,360,1,3,NA,NA
NA,NA,NA,"GOA",41,199903,362,10170,400,1,3,NA,NA
NA,NA,NA,"GOA",41,199903,362,10170,410,2,3,NA,NA
NA,NA,NA,"GOA",41,199903,362,10170,420,1,3,NA,NA
NA,NA,NA,"GOA",41,199903,362,10170,430,1,3,NA,NA
NA,NA,NA,"GOA",41,199903,362,10170,440,2,3,NA,NA
NA,NA,NA,"GOA",41,199903,362,10170,450,4,3,NA,NA
NA,NA,NA,"GOA",41,199903,362,10170,460,4,3,NA,NA
NA,NA,NA,"GOA",41,199903,362,10170,510,2,3,NA,NA
NA,NA,NA,"GOA",41,199903,362,10170,520,2,3,NA,NA
NA,NA,NA,"GOA",41,199903,362,10170,530,2,3,NA,NA
NA,NA,NA,"GOA",41,199903,362,10170,540,2,3,NA,NA
NA,NA,NA,"GOA",41,199903,362,10170,570,1,3,NA,NA
NA,NA,NA,"GOA",41,199903,362,10180,350,1,3,NA,NA
NA,NA,NA,"GOA",41,199903,362,10210,360,2,3,NA,NA
NA,NA,NA,"GOA",41,199903,362,10210,370,1,3,NA,NA
NA,NA,NA,"GOA",41,199903,362,10285,430,1,3,NA,NA
NA,NA,NA,"GOA",41,199903,362,10285,490,1,3,NA,NA
NA,NA,NA,"GOA",41,199903,362,10285,520,1,3,NA,NA
NA,NA,NA,"GOA",41,199903,362,21740,120,1,3,NA,NA
NA,NA,NA,"GOA",41,199903,362,21740,440,4,3,NA,NA
NA,NA,NA,"GOA",41,199903,362,21740,450,1,3,NA,NA
NA,NA,NA,"GOA",41,199903,362,21740,460,1,3,NA,NA
NA,NA,NA,"GOA",41,199903,362,21740,470,3,3,NA,NA
NA,NA,NA,"GOA",41,199903,362,21740,480,3,3,NA,NA
NA,NA,NA,"GOA",41,199903,362,21740,490,6,3,NA,NA
NA,NA,NA,"GOA",41,199903,362,21740,500,8,3,NA,NA
NA,NA,NA,"GOA",41,199903,362,21740,510,2,3,NA,NA
NA,NA,NA,"GOA",41,199903,362,21740,520,3,3,NA,NA
NA,NA,NA,"GOA",41,199903,362,21740,530,1,3,NA,NA
NA,NA,NA,"GOA",41,199903,362,21740,540,5,3,NA,NA
NA,NA,NA,"GOA",41,199903,362,21740,550,3,3,NA,NA
NA,NA,NA,"GOA",41,199903,362,21740,560,2,3,NA,NA
NA,NA,NA,"GOA",41,199903,362,21740,580,2,3,NA,NA
NA,NA,NA,"GOA",41,199903,362,21740,590,2,3,NA,NA
NA,NA,NA,"GOA",41,199903,362,21740,600,1,3,NA,NA
NA,NA,NA,"GOA",41,199903,362,21740,650,1,3,NA,NA
NA,NA,NA,"GOA",41,199903,363,440,530,1,3,NA,NA
NA,NA,NA,"GOA",41,199903,363,440,600,1,3,NA,NA
NA,NA,NA,"GOA",41,199903,363,10110,200,4,3,NA,NA
NA,NA,NA,"GOA",41,199903,363,10110,210,2,3,NA,NA
NA,NA,NA,"GOA",41,199903,363,10110,220,6,3,NA,NA
NA,NA,NA,"GOA",41,199903,363,10110,230,3,3,NA,NA
NA,NA,NA,"GOA",41,199903,363,10110,240,8,3,NA,NA
NA,NA,NA,"GOA",41,199903,363,10110,250,3,3,NA,NA
NA,NA,NA,"GOA",41,199903,363,10110,260,2,3,NA,NA
NA,NA,NA,"GOA",41,199903,363,10110,270,1,3,NA,NA
NA,NA,NA,"GOA",41,199903,362,10110,310,2,3,NA,NA
NA,NA,NA,"GOA",41,199903,362,10110,320,2,3,NA,NA
NA,NA,NA,"GOA",41,199903,362,10110,330,2,3,NA,NA
NA,NA,NA,"GOA",41,199903,362,10110,340,1,3,NA,NA
NA,NA,NA,"GOA",41,199903,362,10110,350,1,3,NA,NA
NA,NA,NA,"GOA",41,199903,362,10110,360,2,3,NA,NA
NA,NA,NA,"GOA",41,199903,362,10110,370,1,3,NA,NA
NA,NA,NA,"GOA",41,199903,362,10110,380,1,3,NA,NA
NA,NA,NA,"GOA",41,199903,362,10110,410,1,3,NA,NA
NA,NA,NA,"GOA",41,199903,362,10110,420,1,3,NA,NA
NA,NA,NA,"GOA",41,199903,362,10110,430,1,3,NA,NA
NA,NA,NA,"GOA",41,199903,362,10110,440,1,3,NA,NA
NA,NA,NA,"GOA",41,199903,362,10110,460,1,3,NA,NA
NA,NA,NA,"GOA",41,199903,362,10110,530,1,3,NA,NA
NA,NA,NA,"GOA",41,199903,362,10110,540,1,3,NA,NA
NA,NA,NA,"GOA",41,199903,362,10110,560,2,3,NA,NA
NA,NA,NA,"GOA",41,199903,362,10110,680,1,3,NA,NA
NA,NA,NA,"GOA",41,199903,362,10130,110,1,3,NA,NA
NA,NA,NA,"GOA",41,199903,362,10130,130,1,3,NA,NA
NA,NA,NA,"GOA",41,199903,362,10130,160,1,3,NA,NA
NA,NA,NA,"GOA",41,199903,362,10130,170,1,3,NA,NA
NA,NA,NA,"GOA",41,199903,362,10130,180,1,3,NA,NA
NA,NA,NA,"GOA",41,199903,362,10130,230,3,3,NA,NA
NA,NA,NA,"GOA",41,199903,362,10130,240,1,3,NA,NA
NA,NA,NA,"GOA",41,199903,362,10130,250,2,3,NA,NA
NA,NA,NA,"GOA",41,199903,362,10130,260,2,3,NA,NA
NA,NA,NA,"GOA",41,199903,362,10130,270,2,3,NA,NA
NA,NA,NA,"GOA",41,199903,362,10130,280,4,3,NA,NA
NA,NA,NA,"GOA",41,199903,303,10130,130,4,3,NA,NA
NA,NA,NA,"GOA",41,199903,303,10130,140,3,3,NA,NA
NA,NA,NA,"GOA",41,199903,303,10130,150,1,3,NA,NA
NA,NA,NA,"GOA",41,199903,303,10130,160,3,3,NA,NA
NA,NA,NA,"GOA",41,199903,303,10130,170,1,3,NA,NA
NA,NA,NA,"GOA",41,199903,303,10130,180,2,3,NA,NA
NA,NA,NA,"GOA",41,199903,303,10130,190,3,3,NA,NA
NA,NA,NA,"GOA",41,199903,303,10130,200,5,3,NA,NA
NA,NA,NA,"GOA",41,199903,303,10130,210,2,3,NA,NA
NA,NA,NA,"GOA",41,199903,303,10130,220,6,3,NA,NA
NA,NA,NA,"GOA",41,199903,303,10130,230,3,3,NA,NA
NA,NA,NA,"GOA",41,199903,303,10130,240,3,3,NA,NA
NA,NA,NA,"GOA",41,199903,303,10130,260,1,3,NA,NA
NA,NA,NA,"GOA",41,199903,303,10130,270,3,3,NA,NA
NA,NA,NA,"GOA",41,199903,303,10130,280,6,3,NA,NA
NA,NA,NA,"GOA",41,199903,303,10130,290,3,3,NA,NA
NA,NA,NA,"GOA",41,199903,303,10130,300,3,3,NA,NA
NA,NA,NA,"GOA",41,199903,303,10130,310,5,3,NA,NA
NA,NA,NA,"GOA",41,199903,303,10130,320,5,3,NA,NA
NA,NA,NA,"GOA",41,199903,303,10130,330,3,3,NA,NA
NA,NA,NA,"GOA",41,199903,303,10130,340,3,3,NA,NA
NA,NA,NA,"GOA",41,199903,303,10130,370,2,3,NA,NA
NA,NA,NA,"GOA",41,199903,303,10130,390,3,3,NA,NA
NA,NA,NA,"GOA",41,199903,303,10130,410,1,3,NA,NA
NA,NA,NA,"GOA",41,199903,303,10200,170,1,3,NA,NA
NA,NA,NA,"GOA",41,199903,303,10200,220,4,3,NA,NA
NA,NA,NA,"GOA",41,199903,303,10200,280,2,3,NA,NA
NA,NA,NA,"GOA",41,199903,303,10200,310,1,3,NA,NA
NA,NA,NA,"GOA",41,199903,303,10200,340,1,3,NA,NA
NA,NA,NA,"GOA",41,199903,303,10210,270,1,3,NA,NA
NA,NA,NA,"GOA",41,199903,303,10210,300,2,3,NA,NA
NA,NA,NA,"GOA",41,199903,303,10210,320,5,3,NA,NA
NA,NA,NA,"GOA",41,199903,302,10200,230,1,3,NA,NA
NA,NA,NA,"GOA",41,199903,302,10200,260,1,3,NA,NA
NA,NA,NA,"GOA",41,199903,302,10200,300,1,3,NA,NA
NA,NA,NA,"GOA",41,199903,302,10200,330,1,3,NA,NA
NA,NA,NA,"GOA",41,199903,302,10285,540,1,3,NA,NA
NA,NA,NA,"GOA",41,199903,302,21720,670,1,3,NA,NA
NA,NA,NA,"GOA",41,199903,302,21722,620,1,3,NA,NA
NA,NA,NA,"GOA",41,199903,302,21740,440,1,3,NA,NA
NA,NA,NA,"GOA",41,199903,302,21740,470,2,3,NA,NA
NA,NA,NA,"GOA",41,199903,302,21740,490,1,3,NA,NA
NA,NA,NA,"GOA",41,199903,302,21740,510,1,3,NA,NA
NA,NA,NA,"GOA",41,199903,302,21740,520,1,3,NA,NA
NA,NA,NA,"GOA",41,199903,302,21740,530,1,3,NA,NA
NA,NA,NA,"GOA",41,199903,302,21740,540,3,3,NA,NA
NA,NA,NA,"GOA",41,199903,302,21740,550,1,3,NA,NA
NA,NA,NA,"GOA",41,199903,302,21740,560,5,3,NA,NA
NA,NA,NA,"GOA",41,199903,302,21740,570,2,3,NA,NA
NA,NA,NA,"GOA",41,199903,302,21740,590,1,3,NA,NA
NA,NA,NA,"GOA",41,199903,302,21740,630,1,3,NA,NA
NA,NA,NA,"GOA",41,199903,303,10110,110,1,3,NA,NA
NA,NA,NA,"GOA",41,199903,303,10110,120,1,3,NA,NA
NA,NA,NA,"GOA",41,199903,303,10110,150,1,3,NA,NA
NA,NA,NA,"GOA",41,199903,303,10110,160,2,3,NA,NA
NA,NA,NA,"GOA",41,199903,303,10110,170,2,3,NA,NA
NA,NA,NA,"GOA",41,199903,303,10110,180,3,3,NA,NA
NA,NA,NA,"GOA",41,199903,303,10110,190,5,3,NA,NA
NA,NA,NA,"GOA",41,199903,303,10110,200,5,3,NA,NA
NA,NA,NA,"GOA",41,199903,303,10110,220,1,3,NA,NA
NA,NA,NA,"GOA",41,199903,303,10110,230,1,3,NA,NA
NA,NA,NA,"GOA",41,199903,303,10110,240,1,3,NA,NA
NA,NA,NA,"GOA",41,199903,303,10110,270,2,3,NA,NA
NA,NA,NA,"GOA",41,199903,303,10110,280,1,3,NA,NA
NA,NA,NA,"GOA",41,199903,303,10110,290,3,3,NA,NA
NA,NA,NA,"GOA",41,199903,303,10110,300,2,3,NA,NA
NA,NA,NA,"GOA",41,199903,303,10110,310,2,3,NA,NA
NA,NA,NA,"GOA",41,199903,303,10110,320,1,3,NA,NA
NA,NA,NA,"GOA",41,199903,303,10110,340,3,3,NA,NA
NA,NA,NA,"GOA",41,199903,303,10110,350,1,3,NA,NA
NA,NA,NA,"GOA",41,199903,303,10110,360,2,3,NA,NA
NA,NA,NA,"GOA",41,199903,303,10110,370,3,3,NA,NA
NA,NA,NA,"GOA",41,199903,281,21740,560,5,3,NA,NA
NA,NA,NA,"GOA",41,199903,281,21740,570,4,3,NA,NA
NA,NA,NA,"GOA",41,199903,281,21740,580,3,3,NA,NA
NA,NA,NA,"GOA",41,199903,281,21740,590,1,3,NA,NA
NA,NA,NA,"GOA",41,199903,281,21740,600,3,3,NA,NA
NA,NA,NA,"GOA",41,199903,281,21740,620,1,3,NA,NA
NA,NA,NA,"GOA",41,199903,281,21740,640,2,3,NA,NA
NA,NA,NA,"GOA",41,199903,281,21740,670,1,3,NA,NA
